0,0,98
1,1,98
2,2,98
3,3,99
4,4,99
5,5,99
6,6,100
7,7,100
8,8,101
9,9,101
10,10,102
11,11,102
12,12,102
13,13,103
14,14,103
15,15,103
16,16,104
17,17,104
18,18,105
19,19,105
20,20,105
21,21,106
22,22,106
23,23,107
24,24,107
25,25,108
26,26,108
27,27,109
28,28,109
29,29,109
30,30,110
31,31,110
32,32,111
33,33,111
34,34,111
35,35,112
36,36,112
37,37,113
38,38,113
39,39,114
40,40,114
41,41,115
42,42,115
43,43,116
44,44,116
45,45,117
46,46,117
47,47,118
48,48,118
49,49,119
50,50,119
51,51,120
52,52,120
53,53,121
54,54,121
55,55,122
56,56,122
57,57,123
58,58,123
59,59,124
60,60,124
61,61,125
62,62,125
63,63,126
64,64,126
65,65,127
66,66,127
67,67,128
68,68,128
69,69,129
70,70,129
71,71,130
72,72,130
73,73,131
74,74,131
75,75,132
76,76,132
77,77,133
78,78,133
79,79,134
80,80,134
81,81,134
82,82,135
83,83,135
84,84,136
85,85,136
86,86,137
87,87,137
88,88,138
89,89,138
90,90,139
91,91,139
92,92,140
93,93,140
94,94,141
95,95,141
96,96,142
97,97,142
98,98,142
99,99,143
100,100,143
101,101,144
102,102,144
103,103,145
104,104,145
105,105,146
106,106,146
107,107,147
108,108,147
109,109,148
110,110,148
111,111,149
112,112,149
113,113,150
114,114,150
115,115,151
116,116,151
117,117,152
118,118,152
119,119,153
120,120,153
121,121,154
122,122,154
123,123,155
124,124,155
125,125,156
126,126,156
127,127,157
128,128,157
129,129,158
130,130,158
131,131,159
132,132,159
133,133,160
134,134,160
135,135,161
136,136,161
137,137,162
138,138,162
139,139,163
140,140,163
141,141,164
142,142,164
143,143,165
144,144,165
145,145,166
146,146,166
147,147,167
148,148,167
149,149,168
150,150,168
151,151,169
152,152,169
153,153,170
154,154,170
155,155,171
156,156,171
157,157,172
158,158,172
159,159,173
160,160,173
161,161,174
162,162,174
163,163,175
164,164,175
165,165,176
166,166,176
167,167,177
168,168,177
169,169,178
170,170,178
171,171,179
172,172,179
173,173,180
174,174,180
175,175,181
176,176,181
177,177,182
178,178,182
179,179,183
180,180,183
181,181,184
182,182,184
183,183,185
184,184,185
185,185,186
186,186,186
187,187,187
188,188,187
189,189,188
190,190,188
191,191,189
192,192,189
193,193,190
194,194,190
195,195,190
196,196,191
197,197,191
198,198,192
199,199,192
200,200,193
201,201,193
202,202,194
203,203,194
204,204,195
205,205,195
206,206,196
207,207,196
208,208,197
209,209,197
210,210,198
211,211,198
212,212,199
213,213,199
214,214,200
215,215,200
216,216,201
217,217,201
218,218,202
219,219,202
220,220,203
221,221,203
222,222,204
223,223,204
224,224,205
225,225,205
226,226,206
227,227,206
228,228,207
229,229,207
230,230,208
231,231,208
232,232,209
233,233,209
234,234,210
235,235,210
236,236,211
237,237,211
238,238,212
239,239,212
240,240,213
241,241,213
242,242,214
243,243,214
244,244,215
245,245,215
246,246,216
247,247,216
248,248,217
249,249,217
250,250,218
251,251,218
252,252,219
253,253,219
254,254,220
255,255,220
256,256,221
257,257,221
258,258,222
259,259,222
260,260,223
261,261,223
262,262,224
263,263,224
264,264,225
265,265,225
266,266,226
267,267,226
268,268,227
269,269,227
270,270,228
271,271,228
272,272,229
273,273,229
274,274,230
275,275,230
276,276,231
277,277,231
278,278,232
279,279,232
280,280,233
281,281,233
282,282,234
283,283,234
284,284,235
285,285,235
286,286,236
287,287,236
288,288,237
289,289,237
290,290,238
291,291,238
292,292,239
293,293,239
294,294,240
295,295,240
296,296,241
297,297,241
298,298,242
299,299,242
300,300,243
301,301,243
302,302,244
303,303,244
304,304,245
305,305,245
306,306,246
307,307,246
308,308,247
309,309,247
310,310,248
311,311,248
312,312,249
313,313,249
314,314,250
315,315,250
316,316,251
317,317,251
318,318,252
319,319,252
320,320,253
321,321,253
322,322,254
323,323,254
324,324,255
325,325,255
326,326,255
327,327,256
328,328,256
329,329,257
330,330,257
331,331,258
332,332,258
333,333,259
334,334,259
335,335,260
336,336,260
337,337,261
338,338,261
339,339,261
340,340,262
341,341,262
342,342,263
343,343,263
344,344,264
345,345,264
346,346,265
347,347,265
348,348,265
349,349,266
350,350,266
351,351,267
352,352,267
353,353,268
354,354,268
355,355,269
356,356,269
357,357,270
358,358,270
359,359,271
360,360,271
361,361,272
362,362,272
363,363,273
364,364,273
365,365,274
366,366,274
367,367,275
368,368,275
369,369,276
370,370,276
371,371,277
372,372,277
373,373,278
374,374,278
375,375,279
376,376,279
377,377,280
378,378,280
379,379,281
380,380,281
381,381,282
382,382,282
383,383,283
384,384,283
